id,sheet_id,source_sheet,row,col,tier,working_name,description,type,secondary_types,status,cluster_id,dedup_reason,name_status,type_status
U6-18,U6,送付画像6,3,6,下位,ソルアングラーイ,発光器を持つ青いチョウチンアンコウ,水棲,,除外候補,D006,U1-06と意匠・役割が近い,仮名・要レビュー,暫定・要レビュー
U6-19,U6,送付画像6,4,1,中位,フロストゴレム,青い氷結晶ゴーレム,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-20,U6,送付画像6,4,2,下位,ラビ,角を持つ白ウサギ,けもの,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-21,U6,送付画像6,4,3,上位,モンとをつの,翼と角を持つ獅子の魔獣,けもの,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-22,U6,送付画像6,4,4,上位,クラブ,黒赤装甲の巨大カニ,水棲,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-23,U6,送付画像6,4,5,下位,ヴェノスライム,緑の毒スライム,スライム,,除外候補,,ドラクエ系のスライムを連想しやすい,仮名・要レビュー,暫定・要レビュー
U6-24,U6,送付画像6,4,6,上位,アクアマリドライ,水をまとった青い海竜,ドラゴン,水棲,除外候補,D007,U4-21と意匠・役割が近い,仮名・要レビュー,暫定・要レビュー
U6-25,U6,送付画像6,5,1,上位,フェイストレント,顔のある巨大樹,自然,,除外候補,,巨木系の役割が重複。U5-14を優先,仮名・要レビュー,暫定・要レビュー
U6-26,U6,送付画像6,5,2,上位,アクアつオーガ,棍棒を持つ青い一つ目オーガ,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-27,U6,送付画像6,5,3,下位,グリーンフェイ,緑羽の妖精,幻魔,,除外候補,,妖精系の役割が重複。U5-23を優先,仮名・要レビュー,暫定・要レビュー
U6-28,U6,送付画像6,5,4,上位,ヴェノヒドラ,三つ首の紫ヒドラ,ドラゴン,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
U6-29,U6,送付画像6,5,5,上位,ゴルドリッチア,王冠と杖を持つ黒いリッチ王,不死,,除外候補,D017,U4-23と意匠・役割が近い,仮名・要レビュー,暫定・要レビュー
U6-30,U6,送付画像6,5,6,上位,ゴルドスライムイ,王冠と口ひげの黄金スライム王,スライム,,除外候補,D016,U4-01と意匠・役割が近い,仮名・要レビュー,暫定・要レビュー
G1-01,G1,今回生成・下位1,1,1,下位,ボタンビートル,ボタン甲虫,むし,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-02,G1,今回生成・下位1,1,2,下位,シンブルインプ,指ぬき帽子の小悪魔,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-03,G1,今回生成・下位1,1,3,下位,カサコロリ,折りたたみ傘の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-04,G1,今回生成・下位1,1,4,下位,ジッパグ,ファスナーの虫,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-05,G1,今回生成・下位1,1,5,下位,ヨヨロン,ヨーヨーとコードの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-06,G1,今回生成・下位1,1,6,下位,ゼンマイドール,ぜんまい人形,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-07,G1,今回生成・下位1,2,1,下位,イトマキン,糸巻きの精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-08,G1,今回生成・下位1,2,2,下位,カップルル,ティーカップの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-09,G1,今回生成・下位1,2,3,下位,トキッコ,懐中時計の子,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-10,G1,今回生成・下位1,2,4,下位,ポストン,郵便箱ミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-11,G1,今回生成・下位1,2,5,下位,ペーパウィン,紙飛行機の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-12,G1,今回生成・下位1,2,6,下位,ブーツン,長靴の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-13,G1,今回生成・下位1,3,1,下位,パレットン,絵の具パレットの精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-14,G1,今回生成・下位1,3,2,下位,コンパッサ,方位磁針の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-15,G1,今回生成・下位1,3,3,下位,ダイスン,サイコロの子,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-16,G1,今回生成・下位1,3,4,下位,シオリン,赤いしおりの精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-17,G1,今回生成・下位1,3,5,下位,ベルル,ハンドベルの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-18,G1,今回生成・下位1,3,6,下位,ハモニカン,ハーモニカの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-19,G1,今回生成・下位1,4,1,下位,ケシゴムン,消しゴムの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-20,G1,今回生成・下位1,4,2,下位,センスイ,扇子の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-21,G1,今回生成・下位1,4,3,下位,マグネッチ,磁石の機械生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-22,G1,今回生成・下位1,4,4,下位,ピンコ,安全ピンの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-23,G1,今回生成・下位1,4,5,下位,ホウキッド,ほうきの精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-24,G1,今回生成・下位1,4,6,下位,ベントン,弁当箱ミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-25,G1,今回生成・下位1,5,1,下位,スナドキン,砂時計の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-26,G1,今回生成・下位1,5,2,下位,タイロック,模様タイルの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-27,G1,今回生成・下位1,5,3,下位,フネポン,紙舟の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-28,G1,今回生成・下位1,5,4,下位,ソプル,ソープボトルの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-29,G1,今回生成・下位1,5,5,下位,メジャリン,巻尺の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G1-30,G1,今回生成・下位1,5,6,下位,ボタンボール,ボタン集合体,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-01,G2,今回生成・下位2,1,1,下位,カゲプル,小さな影だまり,スライム,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-02,G2,今回生成・下位2,1,2,下位,エコリボン,反響する音のリボン,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-03,G2,今回生成・下位2,1,3,下位,ニジカケラ,虹色のかけら,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-04,G2,今回生成・下位2,1,4,下位,ヒダマリワタ,太陽光の綿毛,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-05,G2,今回生成・下位2,1,5,下位,オロロール,オーロラの渦,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-06,G2,今回生成・下位2,1,6,下位,コメットン,尾を引く小隕石,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-07,G2,今回生成・下位2,2,1,下位,ユキモン,雪の結晶の子,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-08,G2,今回生成・下位2,2,2,下位,ツユコロ,露玉の精,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-09,G2,今回生成・下位2,2,3,下位,カミフブク,紙吹雪の塊,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-10,G2,今回生成・下位2,2,4,下位,チョクモク,チョーク粉の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-11,G2,今回生成・下位2,2,5,下位,インクル,黒いインク染み,スライム,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-12,G2,今回生成・下位2,2,6,下位,ユゲポワ,白い湯気の精,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-13,G2,今回生成・下位2,3,1,下位,シオフリコ,塩入れの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-14,G2,今回生成・下位2,3,2,下位,ポンコーン,ポップコーンの精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-15,G2,今回生成・下位2,3,3,下位,モチプル,白いもちの生物,スライム,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-16,G2,今回生成・下位2,3,4,下位,プレッツン,プレッツェルの生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-17,G2,今回生成・下位2,3,5,下位,パンケープ,マント付きパンケーキ,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-18,G2,今回生成・下位2,3,6,下位,チズチュウ,チーズ片の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-19,G2,今回生成・下位2,4,1,下位,クルミット,クルミ殻の精,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-20,G2,今回生成・下位2,4,2,下位,マキガイラ,巻貝の精,水棲,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-21,G2,今回生成・下位2,4,3,下位,サンゴベル,サンゴ鐘の生物,水棲,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-22,G2,今回生成・下位2,4,4,下位,マツコロン,松ぼっくりの精,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-23,G2,今回生成・下位2,4,5,下位,ニジアワワ,虹色のシャボン玉,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-24,G2,今回生成・下位2,4,6,下位,ハネポン,白い羽根の生物,鳥翼,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-25,G2,今回生成・下位2,5,1,下位,アシカゲ,足跡の影,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-26,G2,今回生成・下位2,5,2,下位,シグナロン,信号機の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-27,G2,今回生成・下位2,5,3,下位,オリヅルン,折り鶴の精,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-28,G2,今回生成・下位2,5,4,下位,ハンコロン,ゴム印の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-29,G2,今回生成・下位2,5,5,下位,ビーダマンボ,虹色ビー玉の生物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G2-30,G2,今回生成・下位2,5,6,下位,カオリグモ,香りの雲,自然,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-01,G3,今回生成・中位,1,1,中位,アコーディオン,アコーディオン装甲の獣,けもの,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-02,G3,今回生成・中位,1,2,中位,ポットゴレム,ティーポットゴーレム,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-03,G3,今回生成・中位,1,3,中位,ソナムカデ,蓄音機ムカデ,むし,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-04,G3,今回生成・中位,1,4,中位,ダンスミミッ,洋服ダンスミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-05,G3,今回生成・中位,1,5,中位,クロノクラブ,時計仕掛けのカニ,水棲,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-06,G3,今回生成・中位,1,6,中位,ウォード,傘槍の戦士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-07,G3,今回生成・中位,2,1,中位,ウィッチ,インクを操る魔女,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-08,G3,今回生成・中位,2,2,中位,モンをる,仮面を操る舞踏家,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-09,G3,今回生成・中位,2,3,中位,かばんミミッ,旅行かばんミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-10,G3,今回生成・中位,2,4,中位,サインゴレム,道路標識ゴーレム,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-11,G3,今回生成・中位,2,5,中位,ギガント,風車の巨人,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-12,G3,今回生成・中位,2,6,中位,クロノ,回転木馬の機械獣,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-13,G3,今回生成・中位,3,1,中位,り,操り人形の格闘家,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-14,G3,今回生成・中位,3,2,中位,ディスクウォード,レコード円盤戦士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-15,G3,今回生成・中位,3,3,中位,クロノミシングモ,ミシン脚の機械グモ,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-16,G3,今回生成・中位,3,4,中位,モンの,掃除機の獣,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-17,G3,今回生成・中位,3,5,中位,スノードームゴレ,城入りスノードームゴーレム,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-18,G3,今回生成・中位,3,6,中位,ミミッ,自動販売機ミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-19,G3,今回生成・中位,4,1,中位,タートル,古いカメラのクモ,むし,けもの|物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-20,G3,今回生成・中位,4,2,中位,ポストゴレム,郵便ポストゴーレム,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-21,G3,今回生成・中位,4,3,中位,ケーキナイト,ケーキ騎士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-22,G3,今回生成・中位,4,4,中位,フレアオーブン,炎のオーブン獣,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-23,G3,今回生成・中位,4,5,中位,ヤカンゾウ,ヤカン装甲のゾウ,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-24,G3,今回生成・中位,4,6,中位,ルークナイト,チェスのルーク騎士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-25,G3,今回生成・中位,5,1,中位,モン,風船道化師,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-26,G3,今回生成・中位,5,2,中位,クロノフォクス,時計仕掛けのキツネ,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-27,G3,今回生成・中位,5,3,中位,ローラー,塗装ローラーの怪物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-28,G3,今回生成・中位,5,4,中位,ミラレイス,鏡の霊体,不死,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-29,G3,今回生成・中位,5,5,中位,ミミック,工具箱ミミック,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G3-30,G3,今回生成・中位,5,6,中位,クロノけ,機械仕掛けの巨大方位磁針,物質,,採用,,機械方位盤の中位代表。下位G1-14と最上位G5-24は別の役割,仮名・要レビュー,暫定・要レビュー
G4-01,G4,今回生成・上位,1,1,上位,ソルコロッサ,大聖堂の鐘を宿す巨像,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-02,G4,今回生成・上位,1,2,上位,クロノギガント,時計仕掛けの宮殿巨人,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-03,G4,今回生成・上位,1,3,上位,ドミナ,日食仮面の支配者,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-04,G4,今回生成・上位,1,4,上位,テンペストシップ,嵐をまとう幽霊船,不死,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-05,G4,今回生成・上位,1,5,上位,ボルトレイン,雷をまとう巨大列車,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-06,G4,今回生成・上位,1,6,上位,ソナ,黒曜石の音楽箱獣,けもの,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-07,G4,今回生成・上位,2,1,上位,クイーン,磁器の女王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-08,G4,今回生成・上位,2,2,上位,ソナピアノ,巨大ピアノと触手の魔物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-09,G4,今回生成・上位,2,3,上位,メテオフォージ,隕石炉の巨人,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-10,G4,今回生成・上位,2,4,上位,ミラナイト,鏡の迷宮騎士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-11,G4,今回生成・上位,2,5,上位,スカイスクレイパ,摩天楼の巨人,物質,,除外候補,,建築巨人系の密度調整。G4-22を優先,仮名・要レビュー,暫定・要レビュー
G4-12,G4,今回生成・上位,2,6,上位,ノクス,黒穴を操る魔導士,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-13,G4,今回生成・上位,3,1,上位,アストラウォード,彗星剣の戦士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-14,G4,今回生成・上位,3,2,上位,クロノコロッサ,日時計の巨像,物質,,除外候補,,巨像系の密度調整。遊園地を背負うG4-22を優先,仮名・要レビュー,暫定・要レビュー
G4-15,G4,今回生成・上位,3,3,上位,ステンドグラス,ステンドグラスの天使,鳥翼,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-16,G4,今回生成・上位,3,4,上位,パペットキング,操り人形の王,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-17,G4,今回生成・上位,3,5,上位,ルーレット,ルーレット魔王,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-18,G4,今回生成・上位,3,6,上位,クロノア,時計塔の怪物,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-19,G4,今回生成・上位,4,1,上位,ソナガーゴ,巨大鐘のガーゴイル,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-20,G4,今回生成・上位,4,2,上位,テンペストワイバ,嵐の凧をまとう竜形機械,ドラゴン,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-21,G4,今回生成・上位,4,3,上位,クロノサーペント,歯車の大蛇,ドラゴン,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-22,G4,今回生成・上位,4,4,上位,コロッサ,遊園地を背負う巨像,物質,,採用,,遊園地を背負う独自性があり、巨像系の代表にする,仮名・要レビュー,暫定・要レビュー
G4-23,G4,今回生成・上位,4,5,上位,ルナ,月望遠鏡の魔導士,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-24,G4,今回生成・上位,4,6,上位,ソナギガント,大地を揺らす太鼓巨人,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-25,G4,今回生成・上位,5,1,上位,アストラコロッサ,星空球を抱く巨像,物質,,除外候補,,巨像系の密度調整。G4-22を優先,仮名・要レビュー,暫定・要レビュー
G4-26,G4,今回生成・上位,5,2,上位,ゴルドキング,多数の王冠をまとう王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-27,G4,今回生成・上位,5,3,上位,アストラギガント,宇宙方位磁針の巨人,物質,,除外候補,,方位盤系は中位G3-30と最上位G5-24を優先,仮名・要レビュー,暫定・要レビュー
G4-28,G4,今回生成・上位,5,4,上位,ソル,虹結晶の大聖堂,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G4-29,G4,今回生成・上位,5,5,上位,フレアギガント,火山炉の城塞巨人,物質,,除外候補,,城塞巨人系の密度調整。G4-22を優先,仮名・要レビュー,暫定・要レビュー
G4-30,G4,今回生成・上位,5,6,上位,アルカガーディア,異次元門の守護者,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-01,G5,今回生成・最上位,1,1,最上位,ホワイトキング,笑顔で手を差し伸べる白ひげ王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-02,G5,今回生成・最上位,1,2,最上位,ソルキング,光の小精霊に囲まれた陽気な黄金王,幻魔,,除外候補,,黄金王系の中で一般的。個性の強い王を優先,仮名・要レビュー,暫定・要レビュー
G5-03,G5,今回生成・最上位,1,3,最上位,ルナクイーン,月を背負う優雅な女王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-04,G5,今回生成・最上位,1,4,最上位,セージ,巻物を浮かべる古代賢者,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-05,G5,今回生成・最上位,1,5,最上位,ボルトエンペラー,冷静な蒼い嵐の皇帝,幻魔,,採用,,嵐の皇帝として王系の中でも属性と人格が独立,仮名・要レビュー,暫定・要レビュー
G5-06,G5,今回生成・最上位,1,6,最上位,ソルガーディア,巨大な鐘を持つ陽気な山の守護者,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-07,G5,今回生成・最上位,2,1,最上位,ノクスデモンロー,黒紫の深淵魔王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-08,G5,今回生成・最上位,2,2,最上位,クリムゾンカイザ,紅い外套と剣の覇王,幻魔,,採用,,剣を持つ覇王として戦闘系の頂点を担当,仮名・要レビュー,暫定・要レビュー
G5-09,G5,今回生成・最上位,2,3,最上位,フロストエンプレ,氷宮の女帝,幻魔,,採用,,氷宮と女帝の組み合わせが明確,仮名・要レビュー,暫定・要レビュー
G5-10,G5,今回生成・最上位,2,4,最上位,ビーストキング,白毛の巨大獣王,けもの,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-11,G5,今回生成・最上位,2,5,最上位,ソルセインティア,多数の鏡を操る聖女,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-12,G5,今回生成・最上位,2,6,最上位,マスカレイドキン,仮面とカードを操る道化王,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-13,G5,今回生成・最上位,3,1,最上位,タイラント,生きた玉座に座る暴君,幻魔,,採用,,生きた玉座という物質・魔王融合の個性が強い,仮名・要レビュー,暫定・要レビュー
G5-14,G5,今回生成・最上位,3,2,最上位,アストラセージ,星の小精霊を連れた賢者,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-15,G5,今回生成・最上位,3,3,最上位,アストラディヴァ,天球儀を操る観測神,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-16,G5,今回生成・最上位,3,4,最上位,アルカディヴァ,世界時計の機械神,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-17,G5,今回生成・最上位,3,5,最上位,アストラつ,紫光を放つ星雲大聖堂,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-18,G5,今回生成・最上位,3,6,最上位,ホライゾンクイー,天空と大地をまとった地平の女王,幻魔,,採用,,天空と大地をまとう地平の女王として独立,仮名・要レビュー,暫定・要レビュー
G5-19,G5,今回生成・最上位,4,1,最上位,ノクスく,渦巻く黒穴の主,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-20,G5,今回生成・最上位,4,2,最上位,アストラえる,星を鍛える巨大炉,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-21,G5,今回生成・最上位,4,3,最上位,アルカる,虹を織る現実の織姫,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-22,G5,今回生成・最上位,4,4,最上位,アルカキング,多色の門を操る次元王,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-23,G5,今回生成・最上位,4,5,最上位,モンをつの,巻物柱を持つ天上の記録者,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-24,G5,今回生成・最上位,4,6,最上位,インフィニティコ,巨大な無限方位盤の神,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-25,G5,今回生成・最上位,5,1,最上位,ノクスくア,宙に浮く虚無宮殿,不死,物質,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-26,G5,今回生成・最上位,5,2,最上位,ソルディヴァ,太陽と月をまとう双極の神,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-27,G5,今回生成・最上位,5,3,最上位,ドリームシアター,舞台ごと現れた夢劇場の王,物質,,採用,,夢劇場という舞台型の最上位として独立,仮名・要レビュー,暫定・要レビュー
G5-28,G5,今回生成・最上位,5,4,最上位,オービットデウス,天球環を背負う機械巨神,物質,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
G5-29,G5,今回生成・最上位,5,5,最上位,アストラエンペラ,赤黒の宇宙操り人形皇帝,物質,,採用,,宇宙操り人形の皇帝として独立,仮名・要レビュー,暫定・要レビュー
G5-30,G5,今回生成・最上位,5,6,最上位,セクスタガーディ,六つの光輪を持つ世界封印の守護者,幻魔,,採用,,独自性を確認,仮名・要レビュー,暫定・要レビュー
